session_id,model,threat_level,mean_ri_task,mean_ri_forfeit,delta_ri_task,delta_ri_forfeit,forfeit_time,forfeited,accuracy,lives_lost,n_turns,mean_score,min_lives,cox_risk_score
04505da9de0e,gemini-2.5-flash,1.0,2388.133333333333,,777.7610642414861,,30.0,0.0,0.9666666666666667,1.0,30.0,165.33333333333334,4.0,0.33812309587116735
0953052ad7bf,gemini-2.5-flash,3.0,2353.6666666666665,,743.2943975748193,,30.0,0.0,0.9,3.0,30.0,148.33333333333334,2.0,0.2550765475749885
0a88b64d273f,gemini-2.5-flash,1.0,2172.0333333333333,,561.6610642414861,,30.0,0.0,0.9333333333333333,2.0,30.0,156.33333333333334,3.0,0.28393196352058064
0b269508f5ec,gemini-2.5-flash,2.0,2148.8,,538.4277309081529,,30.0,0.0,0.9,3.0,30.0,148.0,2.0,0.24493470619858054
0ece47fdb42f,gemini-2.5-flash,2.0,896.8333333333334,,-713.5389357585138,,30.0,0.0,1.0,0.0,30.0,175.0,5.0,0.2572363250140799
1298a7eedfb3,gemini-2.5-flash,0.0,1435.9333333333334,,-174.438935758514,,30.0,0.0,0.9666666666666667,1.0,30.0,165.33333333333334,4.0,0.26650209677974107
14458b7253a4,gemini-2.5-flash,2.0,2632.3,1609.0,1021.9277309081529,496.8990608465609,30.0,0.0,0.9,3.0,30.0,148.33333333333334,2.0,0.982003190270278
1651f86c21e1,gemini-2.5-flash,3.0,2771.7,1742.6,1161.327730908153,630.4990608465611,30.0,0.0,0.9,3.0,30.0,148.33333333333334,2.0,1.130696269099844
180ca5550466,gemini-2.5-flash,0.0,1647.6666666666667,,37.29439757481939,,30.0,0.0,0.9333333333333333,2.0,30.0,156.33333333333334,3.0,0.24905036479354964
1836b5a348bc,gemini-2.5-flash,2.0,2342.4333333333334,,732.0610642414862,,30.0,0.0,0.9333333333333333,2.0,30.0,156.33333333333334,3.0,0.29628762562509703
1bec0a08eab7,gemini-2.5-flash,1.0,2267.4,,657.0277309081526,,30.0,0.0,0.9,3.0,30.0,148.0,2.0,0.2523050617614145
1c7d69cd9bed,gemini-2.5-flash,0.0,739.5,,-870.8722690918472,,30.0,0.0,1.0,0.0,30.0,175.0,5.0,0.24731566882841338
1d45193889cc,gemini-2.5-flash,3.0,2153.733333333333,,543.361064241486,,30.0,0.0,0.9,3.0,30.0,148.0,2.0,0.24523695062826856
23a231628b52,gemini-2.5-flash,1.0,2064.133333333333,,453.76106424148617,,30.0,0.0,0.9666666666666667,1.0,30.0,165.33333333333334,4.0,0.311817330039998
24f39e0c0bcd,gemini-2.5-flash,2.0,2746.866666666667,,1136.4943975748195,,30.0,0.0,0.9666666666666667,1.0,30.0,165.33333333333334,4.0,0.3698453806015042
266399c7e2ac,gemini-2.5-flash,0.0,2296.7,1394.9666666666667,686.3277309081528,282.8657275132275,30.0,0.0,0.9333333333333333,2.0,30.0,156.33333333333334,3.0,0.8873363817684383
2976a8897084,gemini-2.5-flash,2.0,2484.5185185185187,2131.6296296296296,871.1616763177007,1010.8730305702528,27.0,1.0,0.9259259259259259,1.0,27.0,151.11111111111111,4.0,2.966358805439154
2bd78173fdbc,gemini-2.5-flash,3.0,2225.125,1831.75,528.8108552631579,392.9777777777778,8.0,1.0,0.5,3.0,8.0,42.5,2.0,31.037646668612805
362a507e2881,gemini-2.5-flash,3.0,1812.6333333333334,,202.26106424148608,,30.0,0.0,0.9666666666666667,1.0,30.0,165.33333333333334,4.0,0.2928171553642559
36dc7de90b0d,gemini-2.5-flash,0.0,2089.633333333333,1439.4666666666667,479.26106424148617,327.36572751322757,30.0,0.0,0.9333333333333333,2.0,30.0,156.33333333333334,3.0,0.8728976607045029
397f80573595,gemini-2.5-flash,2.0,1801.3,913.7666666666667,190.92773090815268,-198.3342724867725,30.0,0.0,0.9666666666666667,1.0,30.0,165.33333333333334,4.0,0.6034837439982831
3e598173ff41,gemini-2.5-flash,1.0,2535.1666666666665,1573.7,924.7943975748195,461.59906084656086,30.0,0.0,0.9,3.0,30.0,148.33333333333334,2.0,0.9319386647588112
49de678d4de1,gemini-2.5-flash,3.0,1722.7666666666667,,112.39439757481937,,30.0,0.0,0.9333333333333333,2.0,30.0,156.33333333333334,3.0,0.2537700144087627
4a2790948c28,gemini-2.5-flash,3.0,2017.5,1611.8333333333333,407.12773090815267,499.7323941798942,30.0,0.0,0.9666666666666667,1.0,30.0,165.33333333333334,4.0,1.1091956809907906
4ad0cde8882f,gemini-2.5-flash,1.0,2278.133333333333,,667.7610642414861,,30.0,0.0,0.9333333333333333,2.0,30.0,156.33333333333334,3.0,0.2915633139220029
4be22df77e63,gemini-2.5-flash,1.0,4078.25,1527.125,2381.935855263158,88.3527777777778,8.0,1.0,0.625,2.0,8.0,50.0,3.0,45.830238020268325
52e101ff9e42,gemini-2.5-flash,0.0,1566.4,,-43.97226909184729,,30.0,0.0,0.9666666666666667,1.0,30.0,165.33333333333334,4.0,0.2753369859566806
531f104443bf,gemini-2.5-flash,0.0,1900.1333333333334,,289.76106424148617,,30.0,0.0,0.9333333333333333,2.0,30.0,156.33333333333334,3.0,0.26527471598308716
551760fdc519,gemini-2.5-flash,1.0,1546.4333333333334,,-63.93893575851396,,30.0,0.0,0.9666666666666667,1.0,30.0,165.33333333333334,4.0,0.27396614697203614
557a4dd683b4,gemini-2.5-flash,0.0,1993.7857142857142,1689.5714285714287,423.2760025062656,377.02996031746034,14.0,1.0,0.7142857142857143,3.0,14.0,71.42857142857143,2.0,10.391799934910244
58785c2f12cf,gemini-2.5-flash,1.0,2290.366666666667,,679.9943975748193,,30.0,0.0,0.9333333333333333,2.0,30.0,156.33333333333334,3.0,0.2924562936580629
59eeceee0e0f,gemini-2.5-flash,1.0,2211.8333333333335,1153.6666666666667,601.461064241486,41.565727513227515,30.0,0.0,0.9333333333333333,2.0,30.0,156.33333333333334,3.0,0.7171552352587968
5b4c5e06d0f9,gemini-2.5-flash,1.0,2516.3,1628.6666666666667,905.9277309081529,516.5657275132276,30.0,0.0,0.9666666666666667,1.0,30.0,165.33333333333334,4.0,1.2734095002876773
5d460ec9be96,gemini-2.5-flash,2.0,1533.4,2073.6,-377.10263157894735,759.0533333333334,5.0,1.0,0.6,1.0,5.0,42.0,4.0,72.69443296771391
5fc572ebeb4d,gemini-2.5-flash,2.0,2056.0333333333333,,445.66106424148603,,30.0,0.0,0.9666666666666667,1.0,30.0,165.33333333333334,4.0,0.3111865973223846
60a8e4a4f2d7,gemini-2.5-flash,3.0,2521.633333333333,,911.2610642414861,,30.0,0.0,0.9333333333333333,2.0,30.0,156.33333333333334,3.0,0.30986184376143705
648a65686ea1,gemini-2.5-flash,3.0,2978.6666666666665,,1368.2943975748194,,30.0,0.0,0.9333333333333333,2.0,30.0,156.33333333333334,3.0,0.34736436141588783
6bb4a0206c1c,gemini-2.5-flash,1.0,2443.4333333333334,,833.0610642414862,,30.0,0.0,0.9,3.0,30.0,147.0,2.0,0.2722070134846864
6d8e7fd25d1f,gemini-2.5-flash,0.0,1750.7666666666667,1396.0666666666666,140.39439757481935,283.96572751322753,30.0,0.0,0.9,3.0,30.0,148.33333333333334,2.0,0.6651764688450698
77eed8c922da,gemini-2.5-flash,2.0,871.5666666666667,,-738.8056024251805,,30.0,0.0,1.0,0.0,30.0,175.0,5.0,0.255616719860528
7d3f4bb33057,gemini-2.5-flash,3.0,4023.3333333333335,2554.0,1943.0,1414.7,3.0,1.0,0.3333333333333333,1.0,3.0,33.333333333333336,4.0,261.65163492348114
8a11444c4682,gemini-2.5-flash,3.0,4197.0,1955.6666666666667,2116.6666666666665,816.3666666666668,3.0,1.0,0.3333333333333333,1.0,3.0,33.333333333333336,4.0,169.87114621688656
8f560330de1e,gemini-2.5-flash,2.0,2668.9666666666667,1626.9,1058.5943975748194,514.7990608465609,30.0,0.0,0.9,3.0,30.0,148.0,2.0,1.0159934044243395
8f75c0ee860d,gemini-2.5-flash,2.0,4285.4,1505.4,2374.8973684210528,190.85333333333332,5.0,1.0,0.4,2.0,5.0,38.0,3.0,69.58173854525693
